State,YEAR,party,vote_share_percentage,District,M.victory
TAMIL NADU,2016,NTK,0.83,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.14,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.06,kanniyakumari,3.27
TAMIL NADU,2011,BSP,0.23,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.04,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.06,kanniyakumari,4.53
TAMIL NADU,2011,BJP,11.15,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.26,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.06,kanniyakumari,4.53
TAMIL NADU,2011,DMK,38.34,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.06,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.34,kanniyakumari,4.53
TAMIL NADU,2016,MDMK,3.35,kanniyakumari,3.27
TAMIL NADU,2011,IND,0.1,kanniyakumari,4.53
TAMIL NADU,2016,TAVK,0.08,kanniyakumari,3.27
TAMIL NADU,2016,BSP,0.12,kanniyakumari,3.27
TAMIL NADU,2016,ADMK,26.44,kanniyakumari,3.27
TAMIL NADU,2016,GMI,0.09,kanniyakumari,3.27
TAMIL NADU,2016,CPIM,0.12,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.08,kanniyakumari,3.27
TAMIL NADU,2011,BJP,22.87,kanniyakumari,4.53
TAMIL NADU,2016,PMK,0.3,kanniyakumari,3.27
TAMIL NADU,2011,IND,0.15,kanniyakumari,4.53
TAMIL NADU,2016,BJP,26.78,kanniyakumari,3.27
TAMIL NADU,2016,FIP,0.08,kanniyakumari,3.27
TAMIL NADU,2011,IND,0.05,kanniyakumari,4.53
TAMIL NADU,2016,IND,0.04,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.1,kanniyakumari,3.27
TAMIL NADU,2016,NOTA,1.04,kanniyakumari,3.27
TAMIL NADU,2011,ABHM,0.4,kanniyakumari,4.53
TAMIL NADU,2011,AIADMK,40.01,kanniyakumari,4.53
TAMIL NADU,2011,DMK,35.43,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.28,kanniyakumari,4.53
TAMIL NADU,2011,BSP,0.26,kanniyakumari,4.53
TAMIL NADU,2016,IND,0.07,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.06,kanniyakumari,3.27
TAMIL NADU,2016,NTK,1.07,kanniyakumari,3.27
TAMIL NADU,2011,IND,0.06,kanniyakumari,4.53
TAMIL NADU,2016,IND,0.37,kanniyakumari,3.27
TAMIL NADU,2016,DCLF,0.81,kanniyakumari,3.27
TAMIL NADU,2016,DMK,38.87,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.12,kanniyakumari,3.27
TAMIL NADU,2011,AIADMK,32.03,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.37,kanniyakumari,4.53
TAMIL NADU,2016,BJP,24.62,kanniyakumari,3.27
TAMIL NADU,2011,BSP,0.6,kanniyakumari,4.53
TAMIL NADU,2016,PMK,0.46,kanniyakumari,3.27
TAMIL NADU,2016,INC,40.19,kanniyakumari,3.27
TAMIL NADU,2016,CPI(ML)(L),0.6,kanniyakumari,3.27
TAMIL NADU,2011,CPI(ML)(L),1.08,kanniyakumari,4.53
TAMIL NADU,2016,NOTA,0.95,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.13,kanniyakumari,3.27
TAMIL NADU,2016,ADMK,23.46,kanniyakumari,3.27
TAMIL NADU,2016,NTK,1.36,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.2,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.14,kanniyakumari,3.27
TAMIL NADU,2011,INC,40.16,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.87,kanniyakumari,4.53
TAMIL NADU,2016,GMI,0.17,kanniyakumari,3.27
TAMIL NADU,2011,ABHM,0.3,kanniyakumari,4.53
TAMIL NADU,2011,BJP,24.59,kanniyakumari,4.53
TAMIL NADU,2016,MDMK,7.72,kanniyakumari,3.27
TAMIL NADU,2011,BSP,0.56,kanniyakumari,4.53
TAMIL NADU,2016,IND,0.17,kanniyakumari,3.27
TAMIL NADU,2011,IND,2.79,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.6,kanniyakumari,4.53
TAMIL NADU,2016,BJP,19.8,kanniyakumari,3.27
TAMIL NADU,2011,IND,0.11,kanniyakumari,4.53
TAMIL NADU,2011,BJP,23.89,kanniyakumari,4.53
TAMIL NADU,2016,DMK,47.2,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.36,kanniyakumari,3.27
TAMIL NADU,2011,IND,0.22,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.09,kanniyakumari,4.53
TAMIL NADU,2016,NOTA,0.84,kanniyakumari,3.27
TAMIL NADU,2016,PPIS,0.13,kanniyakumari,3.27
TAMIL NADU,2016,PMK,0.25,kanniyakumari,3.27
TAMIL NADU,2016,TSC,0.06,kanniyakumari,3.27
TAMIL NADU,2011,ABHM,0.41,kanniyakumari,4.53
TAMIL NADU,2011,IND,1.25,kanniyakumari,4.53
TAMIL NADU,2016,IND,0.1,kanniyakumari,3.27
TAMIL NADU,2011,IND,0.2,kanniyakumari,4.53
TAMIL NADU,2011,DMDK,28.1,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.3,kanniyakumari,4.53
TAMIL NADU,2016,IND,0.19,kanniyakumari,3.27
TAMIL NADU,2016,NTK,0.51,kanniyakumari,3.27
TAMIL NADU,2011,DMK,41.48,kanniyakumari,4.53
TAMIL NADU,2016,ADMK,21.88,kanniyakumari,3.27
TAMIL NADU,2016,FIP,0.07,kanniyakumari,3.27
TAMIL NADU,2016,SHS,0.28,kanniyakumari,3.27
TAMIL NADU,2016,DMDK,8.16,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.26,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.12,kanniyakumari,3.27
TAMIL NADU,2016,BJP,21.98,kanniyakumari,3.27
TAMIL NADU,2011,BSP,0.63,kanniyakumari,4.53
TAMIL NADU,2016,JD(S),0.32,kanniyakumari,3.27
TAMIL NADU,2016,PMK,0.25,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.13,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.16,kanniyakumari,3.27
TAMIL NADU,2016,CPM,15.93,kanniyakumari,3.27
TAMIL NADU,2011,IND,0.26,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.79,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.35,kanniyakumari,4.53
TAMIL NADU,2016,IND,0.13,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.21,kanniyakumari,3.27
TAMIL NADU,2011,INC,43.69,kanniyakumari,4.53
TAMIL NADU,2016,IND,0.3,kanniyakumari,3.27
TAMIL NADU,2016,ADMK,15.3,kanniyakumari,3.27
TAMIL NADU,2016,INC,42.43,kanniyakumari,3.27
TAMIL NADU,2016,BSP,0.59,kanniyakumari,3.27
TAMIL NADU,2016,SHS,0.24,kanniyakumari,3.27
TAMIL NADU,2016,NOTA,0.71,kanniyakumari,3.27
TAMIL NADU,2011,CPM,27.17,kanniyakumari,4.53
TAMIL NADU,2016,VTK,0.15,kanniyakumari,3.27
TAMIL NADU,2011,BJP,26.23,kanniyakumari,4.53
TAMIL NADU,2011,ABHM,0.39,kanniyakumari,4.53
TAMIL NADU,2016,IND,0.35,kanniyakumari,3.27
TAMIL NADU,2016,NTK,0.45,kanniyakumari,3.27
TAMIL NADU,2011,IND,0.48,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.28,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.35,kanniyakumari,4.53
TAMIL NADU,2016,ICF,0.17,kanniyakumari,3.27
TAMIL NADU,2011,BSP,0.34,kanniyakumari,4.53
TAMIL NADU,2016,NTK,0.87,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.22,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.19,kanniyakumari,3.27
TAMIL NADU,2016,TMC(M),8.94,kanniyakumari,3.27
TAMIL NADU,2011,BJP,23.76,kanniyakumari,4.53
TAMIL NADU,2011,IND,7.5,kanniyakumari,4.53
TAMIL NADU,2011,IND,0.82,kanniyakumari,4.53
TAMIL NADU,2016,PMK,0.4,kanniyakumari,3.27
TAMIL NADU,2011,IND,0.42,kanniyakumari,4.53
TAMIL NADU,2011,INC,41.69,kanniyakumari,4.53
TAMIL NADU,2016,IND,0.21,kanniyakumari,3.27
TAMIL NADU,2016,CPIM,0.11,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.2,kanniyakumari,3.27
TAMIL NADU,2011,LSP,0.39,kanniyakumari,4.53
TAMIL NADU,2016,IND,0.18,kanniyakumari,3.27
TAMIL NADU,2016,NOTA,0.75,kanniyakumari,3.27
TAMIL NADU,2016,ADMK,16.87,kanniyakumari,3.27
TAMIL NADU,2016,IND,0.16,kanniyakumari,3.27
TAMIL NADU,2016,INC,50.47,kanniyakumari,3.27
TAMIL NADU,2011,AIADMK,21.91,kanniyakumari,4.53
TAMIL NADU,2016,BJP,20.27,kanniyakumari,3.27
TAMIL NADU,2011,IND,2.53,kanniyakumari,4.53
PONDICHERRY,2016,NOTA,1.18,puducherry,9.23
PONDICHERRY,2011,IND,0.36,puducherry,12.54
PONDICHERRY,2016,AGIMK,0.18,puducherry,9.23
PONDICHERRY,2016,BSP,0.32,puducherry,9.23
PONDICHERRY,2016,AINRC,28.68,puducherry,9.23
PONDICHERRY,2016,ADMK,21.2,puducherry,9.23
PONDICHERRY,2011,AINRC,49.56,puducherry,12.54
PONDICHERRY,2011,BJP,0.62,puducherry,12.54
PONDICHERRY,2016,BJP,0.79,puducherry,9.23
PONDICHERRY,2016,IND,0.21,puducherry,9.23
PONDICHERRY,2016,IJK,0.2,puducherry,9.23
PONDICHERRY,2011,JD(U),0.61,puducherry,12.54
PONDICHERRY,2016,IND,18.35,puducherry,9.23
PONDICHERRY,2011,IND,1.31,puducherry,12.54
PONDICHERRY,2011,PMK,30.73,puducherry,12.54
PONDICHERRY,2016,DMDK,0.82,puducherry,9.23
PONDICHERRY,2011,IND,16.3,puducherry,12.54
PONDICHERRY,2016,PMK,0.97,puducherry,9.23
PONDICHERRY,2016,DMK,27.11,puducherry,9.23
PONDICHERRY,2011,IND,0.51,puducherry,12.54
PONDICHERRY,2016,ADMK,5.96,puducherry,9.23
PONDICHERRY,2016,IND,0.78,puducherry,9.23
PONDICHERRY,2016,IND,0.42,puducherry,9.23
PONDICHERRY,2011,AINRC,59.02,puducherry,12.54
PONDICHERRY,2016,AGIMK,0.08,puducherry,9.23
PONDICHERRY,2011,BJP,0.91,puducherry,12.54
PONDICHERRY,2016,IND,0.2,puducherry,9.23
PONDICHERRY,2016,BJP,0.77,puducherry,9.23
PONDICHERRY,2011,BSP,0.51,puducherry,12.54
PONDICHERRY,2016,NOTA,1.83,puducherry,9.23
PONDICHERRY,2016,AINRC,44.73,puducherry,9.23
PONDICHERRY,2016,INC,39.45,puducherry,9.23
PONDICHERRY,2011,IND,1.04,puducherry,12.54
PONDICHERRY,2011,INC,38.53,puducherry,12.54
PONDICHERRY,2016,IND,0.07,puducherry,9.23
PONDICHERRY,2016,BSP,0.25,puducherry,9.23
PONDICHERRY,2016,CPM,5.47,puducherry,9.23
PONDICHERRY,2011,DMK,36.03,puducherry,12.54
PONDICHERRY,2011,IND,3.33,puducherry,12.54
PONDICHERRY,2016,AINRC,21.65,puducherry,9.23
PONDICHERRY,2016,IND,0.63,puducherry,9.23
PONDICHERRY,2016,IND,12.93,puducherry,9.23
PONDICHERRY,2016,ADMK,3.59,puducherry,9.23
PONDICHERRY,2011,PB,0.34,puducherry,12.54
PONDICHERRY,2016,BJP,24.15,puducherry,9.23
PONDICHERRY,2016,VCK,1.82,puducherry,9.23
PONDICHERRY,2011,LJP,0.99,puducherry,12.54
PONDICHERRY,2011,AINRC,58.78,puducherry,12.54
PONDICHERRY,2011,BSP,0.3,puducherry,12.54
PONDICHERRY,2016,AGIMK,0.15,puducherry,9.23
PONDICHERRY,2016,NTK,0.22,puducherry,9.23
PONDICHERRY,2016,IND,0.25,puducherry,9.23
PONDICHERRY,2011,IND,0.23,puducherry,12.54
PONDICHERRY,2016,INC,33.02,puducherry,9.23
PONDICHERRY,2016,IJK,0.12,puducherry,9.23
PONDICHERRY,2016,NOTA,1.48,puducherry,9.23
PONDICHERRY,2016,IND,0.34,puducherry,9.23
PONDICHERRY,2016,BSP,0.33,puducherry,9.23
PONDICHERRY,2011,LJP,0.33,puducherry,12.54
PONDICHERRY,2016,ADMK,22.77,puducherry,9.23
PONDICHERRY,2016,BJP,0.87,puducherry,9.23
PONDICHERRY,2016,MDMK,1,puducherry,9.23
PONDICHERRY,2011,BJP,0.64,puducherry,12.54
PONDICHERRY,2011,AINRC,44.01,puducherry,12.54
PONDICHERRY,2011,IND,0.39,puducherry,12.54
PONDICHERRY,2016,IND,0.58,puducherry,9.23
PONDICHERRY,2011,IND,0.66,puducherry,12.54
PONDICHERRY,2016,AGIMK,0.11,puducherry,9.23
PONDICHERRY,2016,DMK,26.83,puducherry,9.23
PONDICHERRY,2016,AINRC,44.61,puducherry,9.23
PONDICHERRY,2016,CPI(ML)(L),0.3,puducherry,9.23
PONDICHERRY,2016,IJK,0.06,puducherry,9.23
PONDICHERRY,2016,NTK,0.33,puducherry,9.23
PONDICHERRY,2016,NOTA,1.17,puducherry,9.23
PONDICHERRY,2011,IJK,0.16,puducherry,12.54
PONDICHERRY,2011,IND,1.14,puducherry,12.54
PONDICHERRY,2011,INC,52.59,puducherry,12.54
PONDICHERRY,2016,IND,0.13,puducherry,9.23
PONDICHERRY,2016,IND,0.57,puducherry,9.23
PONDICHERRY,2011,JD(U),0.07,puducherry,12.54
PONDICHERRY,2016,IND,0.09,puducherry,9.23
PONDICHERRY,2011,IND,0.17,puducherry,12.54
PONDICHERRY,2016,BJP,1.14,puducherry,9.23
PONDICHERRY,2011,IND,0.54,puducherry,12.54
PONDICHERRY,2011,IND,0.62,puducherry,12.54
PONDICHERRY,2011,INC,52.03,puducherry,12.54
PONDICHERRY,2016,INC,57.11,puducherry,9.23
PONDICHERRY,2016,BSP,0.23,puducherry,9.23
PONDICHERRY,2016,NTK,0.33,puducherry,9.23
PONDICHERRY,2016,IND,0.29,puducherry,9.23
PONDICHERRY,2016,IJK,0.07,puducherry,9.23
PONDICHERRY,2016,ADMK,2.23,puducherry,9.23
PONDICHERRY,2016,PMK,0.36,puducherry,9.23
PONDICHERRY,2016,VCK,5.07,puducherry,9.23
PONDICHERRY,2016,SDPI,0.62,puducherry,9.23
PONDICHERRY,2011,AINRC,45.91,puducherry,12.54
PONDICHERRY,2011,BJP,0.74,puducherry,12.54
PONDICHERRY,2016,IND,0.21,puducherry,9.23
PONDICHERRY,2016,AINRC,30.85,puducherry,9.23
PONDICHERRY,2016,NOTA,1.41,puducherry,9.23
PONDICHERRY,2016,IND,0.15,puducherry,9.23
PONDICHERRY,2011,IND,0.4,puducherry,12.54
PONDICHERRY,2016,NTK,0.63,puducherry,9.23
PONDICHERRY,2016,CPI,3.89,puducherry,9.23
PONDICHERRY,2016,IND,0.06,puducherry,9.23
PONDICHERRY,2016,IND,0.06,puducherry,9.23
PONDICHERRY,2016,AINRC,24.63,puducherry,9.23
PONDICHERRY,2016,NOTA,1.88,puducherry,9.23
PONDICHERRY,2016,IND,0.06,puducherry,9.23
PONDICHERRY,2016,PMK,0.56,puducherry,9.23
PONDICHERRY,2011,BJP,0.9,puducherry,12.54
PONDICHERRY,2016,IND,0.21,puducherry,9.23
PONDICHERRY,2016,IND,0.2,puducherry,9.23
PONDICHERRY,2011,IND,31.25,puducherry,12.54
PONDICHERRY,2011,IND,0.37,puducherry,12.54
PONDICHERRY,2011,DMK,28.45,puducherry,12.54
PONDICHERRY,2016,IND,4.56,puducherry,9.23
PONDICHERRY,2016,BJP,2.04,puducherry,9.23
PONDICHERRY,2016,IND,0.44,puducherry,9.23
PONDICHERRY,2016,IJK,0.07,puducherry,9.23
PONDICHERRY,2016,ADMK,12.83,puducherry,9.23
PONDICHERRY,2016,IND,0.05,puducherry,9.23
PONDICHERRY,2011,IJK,0.32,puducherry,12.54
PONDICHERRY,2011,IND,0.22,puducherry,12.54
PONDICHERRY,2011,AINRC,37.77,puducherry,12.54
PONDICHERRY,2016,INC,47.68,puducherry,9.23
PONDICHERRY,2011,IND,0.31,puducherry,12.54
PONDICHERRY,2016,IJK,0.14,puducherry,9.23
PONDICHERRY,2011,IND,0.73,puducherry,12.54
PONDICHERRY,2011,BJP,1.09,puducherry,12.54
PONDICHERRY,2016,NTK,0.98,puducherry,9.23
PONDICHERRY,2016,IND,5.69,puducherry,9.23
PONDICHERRY,2016,NOTA,3.32,puducherry,9.23
PONDICHERRY,2016,AINRC,43.28,puducherry,9.23
PONDICHERRY,2016,INC,9.63,puducherry,9.23
PONDICHERRY,2016,BJP,2.49,puducherry,9.23
PONDICHERRY,2011,INC,28.16,puducherry,12.54
PONDICHERRY,2016,ADMK,3.86,puducherry,9.23
PONDICHERRY,2016,IND,29.2,puducherry,9.23
PONDICHERRY,2016,PMK,0.93,puducherry,9.23
PONDICHERRY,2016,DMDK,0.48,puducherry,9.23
PONDICHERRY,2011,AINRC,70.02,puducherry,12.54
PONDICHERRY,2016,NTK,0.51,puducherry,9.23
PONDICHERRY,2016,BJP,0.78,puducherry,9.23
PONDICHERRY,2016,IND,0.05,puducherry,9.23
PONDICHERRY,2011,IJK,0.16,puducherry,12.54
PONDICHERRY,2011,IND,1.6,puducherry,12.54
PONDICHERRY,2011,IND,0.45,puducherry,12.54
PONDICHERRY,2016,ADMK,2.09,puducherry,9.23
PONDICHERRY,2011,AINRC,83.77,puducherry,12.54
PONDICHERRY,2016,IND,0.16,puducherry,9.23
PONDICHERRY,2016,NOTA,1.6,puducherry,9.23
PONDICHERRY,2011,AIDMK,6.51,puducherry,12.54
PONDICHERRY,2016,PMK,0.76,puducherry,9.23
PONDICHERRY,2016,INC,41.09,puducherry,9.23
PONDICHERRY,2011,INC,28.93,puducherry,12.54
PONDICHERRY,2011,INC,16.23,puducherry,12.54
PONDICHERRY,2011,BSP,0.21,puducherry,12.54
PONDICHERRY,2016,IJK,0.05,puducherry,9.23
PONDICHERRY,2011,AINRC,62.14,puducherry,12.54
PONDICHERRY,2016,RSP,0.21,puducherry,9.23
PONDICHERRY,2016,AINRC,52.69,puducherry,9.23
PONDICHERRY,2016,NTK,1.53,puducherry,9.23
PONDICHERRY,2011,IND,0.89,puducherry,12.54
PONDICHERRY,2016,BJP,3.79,puducherry,9.23
PONDICHERRY,2011,BSP,0.41,puducherry,12.54
PONDICHERRY,2016,PMK,0.96,puducherry,9.23
PONDICHERRY,2011,BJP,2.69,puducherry,12.54
PONDICHERRY,2016,ADMK,6.97,puducherry,9.23
PONDICHERRY,2016,CPI,22.38,puducherry,9.23
PONDICHERRY,2016,IJK,0.14,puducherry,9.23
PONDICHERRY,2016,AINRC,53.9,puducherry,9.23
PONDICHERRY,2011,IND,0.83,puducherry,12.54
PONDICHERRY,2011,AINRC,67.99,puducherry,12.54
PONDICHERRY,2011,IND,19.05,puducherry,12.54
PONDICHERRY,2016,DMK,6.2,puducherry,9.23
PONDICHERRY,2016,IND,0.24,puducherry,9.23
PONDICHERRY,2011,DMK,8.13,puducherry,12.54
PONDICHERRY,2016,NOTA,3.9,puducherry,9.23
PONDICHERRY,2016,BJP,2.96,puducherry,9.23
PONDICHERRY,2011,BSP,0.49,puducherry,12.54
PONDICHERRY,2016,AINRC,14.13,puducherry,9.23
PONDICHERRY,2016,PMK,0.58,puducherry,9.23
PONDICHERRY,2016,ADMK,25.27,puducherry,9.23
PONDICHERRY,2016,IND,0.05,puducherry,9.23
PONDICHERRY,2011,BJP,4.74,puducherry,12.54
PONDICHERRY,2011,IND,1.67,puducherry,12.54
PONDICHERRY,2016,INC,45.09,puducherry,9.23
PONDICHERRY,2011,IND,0.22,puducherry,12.54
PONDICHERRY,2016,IND,4.82,puducherry,9.23
PONDICHERRY,2011,LJP,0.44,puducherry,12.54
PONDICHERRY,2011,IND,1.2,puducherry,12.54
PONDICHERRY,2011,IND,1.54,puducherry,12.54
PONDICHERRY,2016,NOTA,2.69,puducherry,9.23
PONDICHERRY,2016,IJK,0.06,puducherry,9.23
PONDICHERRY,2016,NTK,0.73,puducherry,9.23
PONDICHERRY,2016,AGIMK,0.18,puducherry,9.23
PONDICHERRY,2016,CPI,3.33,puducherry,9.23
PONDICHERRY,2016,IND,0.1,puducherry,9.23
PONDICHERRY,2011,CPI,30.7,puducherry,12.54
PONDICHERRY,2011,INC,59.01,puducherry,12.54
PONDICHERRY,2011,IND,0.55,puducherry,12.54
PONDICHERRY,2011,IND,0.36,puducherry,12.54
PONDICHERRY,2016,IND,0.2,puducherry,9.23
PONDICHERRY,2016,IND,0.07,puducherry,9.23
PONDICHERRY,2011,CPM,3.29,puducherry,12.54
PONDICHERRY,2016,PMK,0.28,puducherry,9.23
PONDICHERRY,2016,BJP,5.83,puducherry,9.23
PONDICHERRY,2016,AINRC,15.71,puducherry,9.23
PONDICHERRY,2016,CPM,2.86,puducherry,9.23
PONDICHERRY,2016,IND,0.23,puducherry,9.23
PONDICHERRY,2016,NTK,0.54,puducherry,9.23
PONDICHERRY,2016,INC,46.92,puducherry,9.23
PONDICHERRY,2016,IJK,0.03,puducherry,9.23
PONDICHERRY,2016,ADMK,3.08,puducherry,9.23
PONDICHERRY,2011,IND,11.34,puducherry,12.54
PONDICHERRY,2016,IND,0.17,puducherry,9.23
PONDICHERRY,2011,BJP,8.5,puducherry,12.54
PONDICHERRY,2016,IND,22,puducherry,9.23
PONDICHERRY,2016,NOTA,2.08,puducherry,9.23
PONDICHERRY,2011,AINRC,51.79,puducherry,12.54
PONDICHERRY,2011,INC,24.18,puducherry,12.54
PONDICHERRY,2011,IND,0.2,puducherry,12.54
PONDICHERRY,2011,IND,0.25,puducherry,12.54
PONDICHERRY,2016,IND,0.13,puducherry,9.23
PONDICHERRY,2011,IND,0.53,puducherry,12.54
PONDICHERRY,2016,IND,0.26,puducherry,9.23
PONDICHERRY,2011,BJP,0.95,puducherry,12.54
PONDICHERRY,2016,PMK,0.97,puducherry,9.23
PONDICHERRY,2016,BJP,0.66,puducherry,9.23
PONDICHERRY,2016,IND,0.15,puducherry,9.23
PONDICHERRY,2016,ADMK,13.17,puducherry,9.23
PONDICHERRY,2016,IJK,0.12,puducherry,9.23
PONDICHERRY,2016,IND,32.83,puducherry,9.23
PONDICHERRY,2016,IND,0.42,puducherry,9.23
PONDICHERRY,2011,INC,34.31,puducherry,12.54
PONDICHERRY,2016,INC,35.09,puducherry,9.23
PONDICHERRY,2016,AGIMK,0.07,puducherry,9.23
PONDICHERRY,2011,IND,0.11,puducherry,12.54
PONDICHERRY,2011,AINRC,62.43,puducherry,12.54
PONDICHERRY,2016,AINRC,13.7,puducherry,9.23
PONDICHERRY,2016,DMDK,0.78,puducherry,9.23
PONDICHERRY,2011,IND,0.87,puducherry,12.54
PONDICHERRY,2016,NOTA,1.34,puducherry,9.23
PONDICHERRY,2016,NTK,0.32,puducherry,9.23
PONDICHERRY,2011,IND,0.36,puducherry,12.54
PONDICHERRY,2016,PMK,0.57,puducherry,9.23
PONDICHERRY,2016,IND,0.26,puducherry,9.23
PONDICHERRY,2011,BJP,1.19,puducherry,12.54
PONDICHERRY,2016,IJK,0.06,puducherry,9.23
PONDICHERRY,2011,CPI(ML)(L),0.68,puducherry,12.54
PONDICHERRY,2016,BJP,2.1,puducherry,9.23
PONDICHERRY,2016,IND,0.18,puducherry,9.23
PONDICHERRY,2016,CPI,1.44,puducherry,9.23
PONDICHERRY,2016,NOTA,2.33,puducherry,9.23
PONDICHERRY,2011,IND,0.4,puducherry,12.54
PONDICHERRY,2011,IND,15.81,puducherry,12.54
PONDICHERRY,2011,AIADMK,34.09,puducherry,12.54
PONDICHERRY,2016,AGIMK,0.22,puducherry,9.23
PONDICHERRY,2016,BSP,0.33,puducherry,9.23
PONDICHERRY,2016,NTK,0.97,puducherry,9.23
PONDICHERRY,2016,ADMK,39.21,puducherry,9.23
PONDICHERRY,2016,AINRC,30.04,puducherry,9.23
PONDICHERRY,2011,DMK,47.82,puducherry,12.54
PONDICHERRY,2016,DMK,22.31,puducherry,9.23
PONDICHERRY,2016,IND,0.16,puducherry,9.23
PONDICHERRY,2016,IND,0.15,puducherry,9.23
PONDICHERRY,2011,IND,13.25,puducherry,12.54
PONDICHERRY,2011,BJP,2.9,puducherry,12.54
PONDICHERRY,2011,AIADMK,22.62,puducherry,12.54
PONDICHERRY,2011,IND,1.19,puducherry,12.54
PONDICHERRY,2016,ADMK,36.11,puducherry,9.23
PONDICHERRY,2016,NTK,0.77,puducherry,9.23
PONDICHERRY,2016,INC,47.23,puducherry,9.23
PONDICHERRY,2016,PMK,0.38,puducherry,9.23
PONDICHERRY,2016,IND,0.12,puducherry,9.23
PONDICHERRY,2011,IND,0.47,puducherry,12.54
PONDICHERRY,2011,INC,59.57,puducherry,12.54
PONDICHERRY,2016,IJK,0.2,puducherry,9.23
PONDICHERRY,2016,BJP,4.65,puducherry,9.23
PONDICHERRY,2016,MDMK,0.24,puducherry,9.23
PONDICHERRY,2016,NOTA,2.44,puducherry,9.23
PONDICHERRY,2016,AINRC,7.59,puducherry,9.23
PONDICHERRY,2016,AINRC,20.07,puducherry,9.23
PONDICHERRY,2016,PMK,0.28,puducherry,9.23
PONDICHERRY,2011,BSP,0.22,puducherry,12.54
PONDICHERRY,2011,AIADMK,42.59,puducherry,12.54
PONDICHERRY,2011,IND,28.28,puducherry,12.54
PONDICHERRY,2016,DMK,36.11,puducherry,9.23
PONDICHERRY,2016,IND,0.25,puducherry,9.23
PONDICHERRY,2016,DMDK,0.12,puducherry,9.23
PONDICHERRY,2011,DMK,27.35,puducherry,12.54
PONDICHERRY,2016,NOTA,1.69,puducherry,9.23
PONDICHERRY,2011,LJP,0.08,puducherry,12.54
PONDICHERRY,2011,IND,0.71,puducherry,12.54
PONDICHERRY,2016,NTK,0.37,puducherry,9.23
PONDICHERRY,2016,BSP,0.31,puducherry,9.23
PONDICHERRY,2016,ADMK,39.97,puducherry,9.23
PONDICHERRY,2016,BJP,0.48,puducherry,9.23
PONDICHERRY,2016,IJK,0.04,puducherry,9.23
PONDICHERRY,2016,IND,0.14,puducherry,9.23
PONDICHERRY,2016,JD(U),0.03,puducherry,9.23
PONDICHERRY,2016,IND,0.06,puducherry,9.23
PONDICHERRY,2016,AGIMK,0.07,puducherry,9.23
PONDICHERRY,2011,IND,0.05,puducherry,12.54
PONDICHERRY,2011,IND,0.21,puducherry,12.54
PONDICHERRY,2011,IND,0.5,puducherry,12.54
PONDICHERRY,2016,NOTA,1.91,puducherry,9.23
PONDICHERRY,2011,AINRC,55.26,puducherry,12.54
PONDICHERRY,2016,BJP,0.79,puducherry,9.23
PONDICHERRY,2011,IND,1.24,puducherry,12.54
PONDICHERRY,2011,IND,0.27,puducherry,12.54
PONDICHERRY,2011,DMK,42.09,puducherry,12.54
PONDICHERRY,2016,MDMK,0.28,puducherry,9.23
PONDICHERRY,2011,IND,0.3,puducherry,12.54
PONDICHERRY,2016,IND,0.01,puducherry,9.23
PONDICHERRY,2016,IND,0.13,puducherry,9.23
PONDICHERRY,2016,IND,0.18,puducherry,9.23
PONDICHERRY,2016,IJK,0.03,puducherry,9.23
PONDICHERRY,2016,IND,0.38,puducherry,9.23
PONDICHERRY,2011,JD(U),0.26,puducherry,12.54
PONDICHERRY,2016,DMK,53.82,puducherry,9.23
PONDICHERRY,2016,IND,0.2,puducherry,9.23
PONDICHERRY,2011,BSP,0.2,puducherry,12.54
