"YEAR","State","District","ANNUAL.RAINFALL_MM"
2013,"MAHARASHTRA","OSMANABAD",736.2
2014,"MAHARASHTRA","OSMANABAD",622.5
2015,"MAHARASHTRA","OSMANABAD",476.5
2000,"MAHARASHTRA","BULDHANA",340.9
2001,"MAHARASHTRA","BULDHANA",788.5
2002,"MAHARASHTRA","BULDHANA",999.1
2003,"MAHARASHTRA","BULDHANA",705.5
2004,"MAHARASHTRA","BULDHANA",616.3
2005,"MAHARASHTRA","BULDHANA",574
2006,"MAHARASHTRA","BULDHANA",1077.8
2007,"MAHARASHTRA","BULDHANA",678.5
2008,"MAHARASHTRA","BULDHANA",634.2
2009,"MAHARASHTRA","BULDHANA",719.1
2012,"MAHARASHTRA","BULDHANA",597.4
2013,"MAHARASHTRA","BULDHANA",918.8
2014,"MAHARASHTRA","BULDHANA",726.4
2015,"MAHARASHTRA","BULDHANA",694.1
2000,"MAHARASHTRA","AKOLA",595.9
2001,"MAHARASHTRA","AKOLA",742.1
2002,"MAHARASHTRA","AKOLA",833.8
2003,"MAHARASHTRA","AKOLA",634.4
2004,"MAHARASHTRA","AKOLA",513.4
2005,"MAHARASHTRA","AKOLA",889.8
2006,"MAHARASHTRA","AKOLA",1195.3
2007,"MAHARASHTRA","AKOLA",915.2
2008,"MAHARASHTRA","AKOLA",593.4
2009,"MAHARASHTRA","AKOLA",683.4
2012,"MAHARASHTRA","AKOLA",824.5
2013,"MAHARASHTRA","AKOLA",1334.9
2014,"MAHARASHTRA","AKOLA",798.2
2015,"MAHARASHTRA","AKOLA",834.3
2000,"MAHARASHTRA","AMARAWATI",931.3
2001,"MAHARASHTRA","AMARAWATI",712.9
2002,"MAHARASHTRA","AMARAWATI",657
2003,"MAHARASHTRA","AMARAWATI",751.8
2004,"MAHARASHTRA","AMARAWATI",653.4
2005,"MAHARASHTRA","AMARAWATI",884.5
2006,"MAHARASHTRA","AMARAWATI",1007
2007,"MAHARASHTRA","AMARAWATI",1097.7
2008,"MAHARASHTRA","AMARAWATI",600.9
2009,"MAHARASHTRA","AMARAWATI",614.2
2012,"MAHARASHTRA","AMARAWATI",1036.5
2013,"MAHARASHTRA","AMARAWATI",1114.2
2014,"MAHARASHTRA","AMARAWATI",856.8
2015,"MAHARASHTRA","AMARAWATI",920.5
2000,"MAHARASHTRA","YEOTMAL",845.7
2001,"MAHARASHTRA","YEOTMAL",817.1
2002,"MAHARASHTRA","YEOTMAL",897.2
2003,"MAHARASHTRA","YEOTMAL",840.5
2004,"MAHARASHTRA","YEOTMAL",790.2
2005,"MAHARASHTRA","YEOTMAL",1295.5
2006,"MAHARASHTRA","YEOTMAL",1290
2007,"MAHARASHTRA","YEOTMAL",796.1
2008,"MAHARASHTRA","YEOTMAL",704.5
2009,"MAHARASHTRA","YEOTMAL",499.5
2012,"MAHARASHTRA","YEOTMAL",928.7
2013,"MAHARASHTRA","YEOTMAL",1317.5
2014,"MAHARASHTRA","YEOTMAL",763.6
2015,"MAHARASHTRA","YEOTMAL",779.5
2000,"MAHARASHTRA","WARDHA",1804.7
2001,"MAHARASHTRA","WARDHA",919.5
2002,"MAHARASHTRA","WARDHA",860.6
2003,"MAHARASHTRA","WARDHA",890.3
2004,"MAHARASHTRA","WARDHA",858.7
2005,"MAHARASHTRA","WARDHA",1174.3
2006,"MAHARASHTRA","WARDHA",1097
2007,"MAHARASHTRA","WARDHA",1314.7
2008,"MAHARASHTRA","WARDHA",818.6
2009,"MAHARASHTRA","WARDHA",665.3
2012,"MAHARASHTRA","WARDHA",880
2013,"MAHARASHTRA","WARDHA",1227.3
2014,"MAHARASHTRA","WARDHA",857.2
2015,"MAHARASHTRA","WARDHA",991.8
2000,"MAHARASHTRA","NAGPUR",680.9
2001,"MAHARASHTRA","NAGPUR",1024.7
2002,"MAHARASHTRA","NAGPUR",863.2
2003,"MAHARASHTRA","NAGPUR",1068.3
2004,"MAHARASHTRA","NAGPUR",791.5
2005,"MAHARASHTRA","NAGPUR",1329.3
2006,"MAHARASHTRA","NAGPUR",1076.4
2007,"MAHARASHTRA","NAGPUR",1250.7
2008,"MAHARASHTRA","NAGPUR",840.8
2009,"MAHARASHTRA","NAGPUR",930.2
2012,"MAHARASHTRA","NAGPUR",1019.9
2013,"MAHARASHTRA","NAGPUR",1443.5
2014,"MAHARASHTRA","NAGPUR",867.7
2015,"MAHARASHTRA","NAGPUR",1121.8
2000,"MAHARASHTRA","BHANDARA",2328.2
2001,"MAHARASHTRA","BHANDARA",1381.1
2002,"MAHARASHTRA","BHANDARA",1278.5
2003,"MAHARASHTRA","BHANDARA",1408.9
2004,"MAHARASHTRA","BHANDARA",781.7
2005,"MAHARASHTRA","BHANDARA",1797.5
2006,"MAHARASHTRA","BHANDARA",1347.3
2007,"MAHARASHTRA","BHANDARA",1009.3
2008,"MAHARASHTRA","BHANDARA",881.5
2009,"MAHARASHTRA","BHANDARA",928
2012,"MAHARASHTRA","BHANDARA",1392.8
2013,"MAHARASHTRA","BHANDARA",1764.7
2014,"MAHARASHTRA","BHANDARA",1012.2
2015,"MAHARASHTRA","BHANDARA",1169.2
2000,"MAHARASHTRA","CHANDRAPUR",687.4
2001,"MAHARASHTRA","CHANDRAPUR",1196.2
2002,"MAHARASHTRA","CHANDRAPUR",868.1
2003,"MAHARASHTRA","CHANDRAPUR",1117.4
2004,"MAHARASHTRA","CHANDRAPUR",836
2005,"MAHARASHTRA","CHANDRAPUR",1602.8
2006,"MAHARASHTRA","CHANDRAPUR",1270.3
2007,"MAHARASHTRA","CHANDRAPUR",1455.2
2008,"MAHARASHTRA","CHANDRAPUR",1074.4
2009,"MAHARASHTRA","CHANDRAPUR",722.7
2012,"MAHARASHTRA","CHANDRAPUR",1338.3
2013,"MAHARASHTRA","CHANDRAPUR",1904.3
2014,"MAHARASHTRA","CHANDRAPUR",924.5
2015,"MAHARASHTRA","CHANDRAPUR",1191.7
2000,"GUJARAT","AHMEDABAD",502.5
2001,"GUJARAT","AHMEDABAD",735.3
2002,"GUJARAT","AHMEDABAD",327.3
2003,"GUJARAT","AHMEDABAD",791
2004,"GUJARAT","AHMEDABAD",754
2005,"GUJARAT","AHMEDABAD",1142
2006,"GUJARAT","AHMEDABAD",941
2007,"GUJARAT","AHMEDABAD",864
2008,"GUJARAT","AHMEDABAD",766.8
2009,"GUJARAT","AHMEDABAD",387.1
2012,"GUJARAT","AHMEDABAD",406.7
2013,"GUJARAT","AHMEDABAD",929
2014,"GUJARAT","AHMEDABAD",698.1
2015,"GUJARAT","AHMEDABAD",415.7
2000,"GUJARAT","AMRELI",305.9
2001,"GUJARAT","AMRELI",524
2002,"GUJARAT","AMRELI",558.6
2003,"GUJARAT","AMRELI",671.2
2004,"GUJARAT","AMRELI",593
2005,"GUJARAT","AMRELI",1071
2006,"GUJARAT","AMRELI",823
2007,"GUJARAT","AMRELI",1064
2008,"GUJARAT","AMRELI",728.4
2009,"GUJARAT","AMRELI",509.7
2012,"GUJARAT","AMRELI",344.7
2013,"GUJARAT","AMRELI",901.2
2014,"GUJARAT","AMRELI",537.1
2015,"GUJARAT","AMRELI",782.8
2000,"GUJARAT","BANASKANTHA",357.6
2001,"GUJARAT","BANASKANTHA",626.8
2002,"GUJARAT","BANASKANTHA",209.1
2003,"GUJARAT","BANASKANTHA",739.9
2004,"GUJARAT","BANASKANTHA",391
2005,"GUJARAT","BANASKANTHA",745
2006,"GUJARAT","BANASKANTHA",1371
2007,"GUJARAT","BANASKANTHA",844
2008,"GUJARAT","BANASKANTHA",539.1
2009,"GUJARAT","BANASKANTHA",369.9
2012,"GUJARAT","BANASKANTHA",439.2
2013,"GUJARAT","BANASKANTHA",966.3
2014,"GUJARAT","BANASKANTHA",530
2015,"GUJARAT","BANASKANTHA",834.9
2000,"GUJARAT","BHARUCH",357.3
2001,"GUJARAT","BHARUCH",614.9
2002,"GUJARAT","BHARUCH",714.4
2003,"GUJARAT","BHARUCH",778.5
2004,"GUJARAT","BHARUCH",786
2005,"GUJARAT","BHARUCH",889
2006,"GUJARAT","BHARUCH",920
2007,"GUJARAT","BHARUCH",900
2008,"GUJARAT","BHARUCH",757.5
2009,"GUJARAT","BHARUCH",427.1
2012,"GUJARAT","BHARUCH",401.7
2013,"GUJARAT","BHARUCH",1165.1
2014,"GUJARAT","BHARUCH",621
2015,"GUJARAT","BHARUCH",453.4
2000,"GUJARAT","VADODARA / BARODA",503.3
2001,"GUJARAT","VADODARA / BARODA",963.7
2002,"GUJARAT","VADODARA / BARODA",742.1
2003,"GUJARAT","VADODARA / BARODA",1053.1
2004,"GUJARAT","VADODARA / BARODA",1027
2005,"GUJARAT","VADODARA / BARODA",1328
2006,"GUJARAT","VADODARA / BARODA",1673
2007,"GUJARAT","VADODARA / BARODA",1183
2008,"GUJARAT","VADODARA / BARODA",851.2
2009,"GUJARAT","VADODARA / BARODA",513
2012,"GUJARAT","VADODARA / BARODA",624.6
2013,"GUJARAT","VADODARA / BARODA",1442.1
2014,"GUJARAT","VADODARA / BARODA",715.6
2015,"GUJARAT","VADODARA / BARODA",431.7
2000,"GUJARAT","BHAVNAGAR",276.9
2001,"GUJARAT","BHAVNAGAR",579
2002,"GUJARAT","BHAVNAGAR",662.5
2003,"GUJARAT","BHAVNAGAR",487.5
2004,"GUJARAT","BHAVNAGAR",509
2005,"GUJARAT","BHAVNAGAR",924
2006,"GUJARAT","BHAVNAGAR",733
2007,"GUJARAT","BHAVNAGAR",995
2008,"GUJARAT","BHAVNAGAR",740.7
2009,"GUJARAT","BHAVNAGAR",380.9
2012,"GUJARAT","BHAVNAGAR",381.5
2013,"GUJARAT","BHAVNAGAR",933.2
2014,"GUJARAT","BHAVNAGAR",495.8
2015,"GUJARAT","BHAVNAGAR",556.3
2000,"GUJARAT","VALSAD",1833
2001,"GUJARAT","VALSAD",2124.4
2002,"GUJARAT","VALSAD",1814.8
2003,"GUJARAT","VALSAD",2356.6
2004,"GUJARAT","VALSAD",2589
2005,"GUJARAT","VALSAD",1285
2006,"GUJARAT","VALSAD",2448
2007,"GUJARAT","VALSAD",2245
2008,"GUJARAT","VALSAD",2246.3
2009,"GUJARAT","VALSAD",1830.9
2012,"GUJARAT","VALSAD",1497.2
2013,"GUJARAT","VALSAD",2804.1
2014,"GUJARAT","VALSAD",1970.1
2015,"GUJARAT","VALSAD",1461.1
2000,"GUJARAT","DANGS",1636
2001,"GUJARAT","DANGS",2649
2002,"GUJARAT","DANGS",2442
2003,"GUJARAT","DANGS",2189
2004,"GUJARAT","DANGS",2640
2005,"GUJARAT","DANGS",3802
2006,"GUJARAT","DANGS",2626
2007,"GUJARAT","DANGS",1860
2008,"GUJARAT","DANGS",2593
2009,"GUJARAT","DANGS",1473
2012,"GUJARAT","DANGS",1450.2
2013,"GUJARAT","DANGS",1642
2014,"GUJARAT","DANGS",1203
2015,"GUJARAT","DANGS",1173.7
2000,"GUJARAT","JAMNAGAR",395.5
2001,"GUJARAT","JAMNAGAR",626.4
2002,"GUJARAT","JAMNAGAR",325.4
2003,"GUJARAT","JAMNAGAR",850.5
2004,"GUJARAT","JAMNAGAR",546
2005,"GUJARAT","JAMNAGAR",617
2006,"GUJARAT","JAMNAGAR",766
2007,"GUJARAT","JAMNAGAR",1173
2008,"GUJARAT","JAMNAGAR",577.5
2009,"GUJARAT","JAMNAGAR",917.8
2012,"GUJARAT","JAMNAGAR",367.2
2013,"GUJARAT","JAMNAGAR",934.1
2014,"GUJARAT","JAMNAGAR",541.5
2015,"GUJARAT","JAMNAGAR",450
2000,"GUJARAT","JUNAGADH",478.1
2001,"GUJARAT","JUNAGADH",783.1
2002,"GUJARAT","JUNAGADH",432.3
2003,"GUJARAT","JUNAGADH",969.7
2004,"GUJARAT","JUNAGADH",1004
2005,"GUJARAT","JUNAGADH",961
2006,"GUJARAT","JUNAGADH",1009
2007,"GUJARAT","JUNAGADH",1592
2012,"GUJARAT","JUNAGADH",429.8
2013,"GUJARAT","JUNAGADH",1192.4
2014,"GUJARAT","JUNAGADH",930.4
2015,"GUJARAT","JUNAGADH",623.2
2000,"GUJARAT","KHEDA",492.5
2001,"GUJARAT","KHEDA",672.2
2002,"GUJARAT","KHEDA",518.8
2003,"GUJARAT","KHEDA",1101
2004,"GUJARAT","KHEDA",841
2005,"GUJARAT","KHEDA",1273
2006,"GUJARAT","KHEDA",1388
2007,"GUJARAT","KHEDA",1114
2008,"GUJARAT","KHEDA",758.1
2009,"GUJARAT","KHEDA",448.1
2012,"GUJARAT","KHEDA",644.4
2013,"GUJARAT","KHEDA",1027.2
2014,"GUJARAT","KHEDA",800.8
2015,"GUJARAT","KHEDA",519.6
2000,"GUJARAT","KUTCH",237.9
2001,"GUJARAT","KUTCH",360.9
2002,"GUJARAT","KUTCH",135.8
2003,"GUJARAT","KUTCH",655.7
2004,"GUJARAT","KUTCH",293
2005,"GUJARAT","KUTCH",305
2006,"GUJARAT","KUTCH",571
2007,"GUJARAT","KUTCH",560
2008,"GUJARAT","KUTCH",314.4
2009,"GUJARAT","KUTCH",497.8
2012,"GUJARAT","KUTCH",253.4
2013,"GUJARAT","KUTCH",652.1
2014,"GUJARAT","KUTCH",290.8
2015,"GUJARAT","KUTCH",483.9
2000,"GUJARAT","MEHSANA",302.9
2001,"GUJARAT","MEHSANA",564.3
2002,"GUJARAT","MEHSANA",291.3
2003,"GUJARAT","MEHSANA",880.5
2004,"GUJARAT","MEHSANA",553
2005,"GUJARAT","MEHSANA",1220
2006,"GUJARAT","MEHSANA",1420
2007,"GUJARAT","MEHSANA",1119
2008,"GUJARAT","MEHSANA",607.4
2009,"GUJARAT","MEHSANA",448.3
2012,"GUJARAT","MEHSANA",456.7
2013,"GUJARAT","MEHSANA",904.9
2014,"GUJARAT","MEHSANA",768.9
2015,"GUJARAT","MEHSANA",688.3
2000,"GUJARAT","PANCHMAHAL",427.9
2001,"GUJARAT","PANCHMAHAL",563.9
2002,"GUJARAT","PANCHMAHAL",581
2003,"GUJARAT","PANCHMAHAL",1106.9
2004,"GUJARAT","PANCHMAHAL",955
2005,"GUJARAT","PANCHMAHAL",875
2006,"GUJARAT","PANCHMAHAL",1445
2007,"GUJARAT","PANCHMAHAL",1016
2008,"GUJARAT","PANCHMAHAL",673.9
2009,"GUJARAT","PANCHMAHAL",477.1
2012,"GUJARAT","PANCHMAHAL",778.7
2013,"GUJARAT","PANCHMAHAL",1103.5
2014,"GUJARAT","PANCHMAHAL",785.8
2015,"GUJARAT","PANCHMAHAL",484.3
2000,"GUJARAT","RAJKOT",302.8
2001,"GUJARAT","RAJKOT",508.9
2002,"GUJARAT","RAJKOT",341.4
2003,"GUJARAT","RAJKOT",776.7
2004,"GUJARAT","RAJKOT",558
2005,"GUJARAT","RAJKOT",729
2006,"GUJARAT","RAJKOT",843
2007,"GUJARAT","RAJKOT",1047
2012,"GUJARAT","RAJKOT",340.5
2013,"GUJARAT","RAJKOT",1028
2014,"GUJARAT","RAJKOT",509.2
2015,"GUJARAT","RAJKOT",588.7
2000,"GUJARAT","SABARKANTHA",464.2
2001,"GUJARAT","SABARKANTHA",549
2002,"GUJARAT","SABARKANTHA",372.5
2003,"GUJARAT","SABARKANTHA",876.5
2004,"GUJARAT","SABARKANTHA",732
2005,"GUJARAT","SABARKANTHA",1037
2006,"GUJARAT","SABARKANTHA",1721
2007,"GUJARAT","SABARKANTHA",1294
2008,"GUJARAT","SABARKANTHA",668.6
2009,"GUJARAT","SABARKANTHA",659.9
2012,"GUJARAT","SABARKANTHA",792.1
2013,"GUJARAT","SABARKANTHA",1134.7
2014,"GUJARAT","SABARKANTHA",939.8
2015,"GUJARAT","SABARKANTHA",750.6
2000,"GUJARAT","SURAT",797.3
2001,"GUJARAT","SURAT",1386.3
2002,"GUJARAT","SURAT",1077.5
2003,"GUJARAT","SURAT",2096.5
2004,"GUJARAT","SURAT",1811
2005,"GUJARAT","SURAT",2305
2006,"GUJARAT","SURAT",2059
2007,"GUJARAT","SURAT",1555
2008,"GUJARAT","SURAT",1622
2009,"GUJARAT","SURAT",1291.6
2012,"GUJARAT","SURAT",816.9
2013,"GUJARAT","SURAT",1958.7
2014,"GUJARAT","SURAT",849.6
2015,"GUJARAT","SURAT",899.9
2000,"GUJARAT","SURENDRANAGAR",330.3
2001,"GUJARAT","SURENDRANAGAR",595.8
2002,"GUJARAT","SURENDRANAGAR",319
2003,"GUJARAT","SURENDRANAGAR",515.5
2004,"GUJARAT","SURENDRANAGAR",608
2005,"GUJARAT","SURENDRANAGAR",967
2006,"GUJARAT","SURENDRANAGAR",652
2007,"GUJARAT","SURENDRANAGAR",840
2008,"GUJARAT","SURENDRANAGAR",738.5
2009,"GUJARAT","SURENDRANAGAR",279.4
2012,"GUJARAT","SURENDRANAGAR",330.7
2013,"GUJARAT","SURENDRANAGAR",672.3
2014,"GUJARAT","SURENDRANAGAR",530.1
2015,"GUJARAT","SURENDRANAGAR",374.9
2000,"RAJASTHAN","AJMER",379.3
2001,"RAJASTHAN","AJMER",533.6
2002,"RAJASTHAN","AJMER",191
2003,"RAJASTHAN","AJMER",476.6
2004,"RAJASTHAN","AJMER",466.7
2005,"RAJASTHAN","AJMER",498.7
2006,"RAJASTHAN","AJMER",442.6
2007,"RAJASTHAN","AJMER",377.6
2008,"RAJASTHAN","AJMER",492.3
2009,"RAJASTHAN","AJMER",248.6
2010,"RAJASTHAN","AJMER",657.3
2011,"RAJASTHAN","AJMER",663.4
2012,"RAJASTHAN","AJMER",612
2013,"RAJASTHAN","AJMER",558.6
2014,"RAJASTHAN","AJMER",572.9
2015,"RAJASTHAN","AJMER",461.9
2000,"RAJASTHAN","ALWAR",457.5
2001,"RAJASTHAN","ALWAR",569
2002,"RAJASTHAN","ALWAR",236.9
2003,"RAJASTHAN","ALWAR",846.8
2004,"RAJASTHAN","ALWAR",428.6
2005,"RAJASTHAN","ALWAR",685.6
2006,"RAJASTHAN","ALWAR",448
2007,"RAJASTHAN","ALWAR",557.2
2008,"RAJASTHAN","ALWAR",880.9
2009,"RAJASTHAN","ALWAR",481.1
2010,"RAJASTHAN","ALWAR",820
2011,"RAJASTHAN","ALWAR",647.1
2012,"RAJASTHAN","ALWAR",598.7
2013,"RAJASTHAN","ALWAR",663
2014,"RAJASTHAN","ALWAR",436.5
2015,"RAJASTHAN","ALWAR",518.2
2000,"RAJASTHAN","BANSWARA",491.1
2001,"RAJASTHAN","BANSWARA",644.4
2002,"RAJASTHAN","BANSWARA",524.6
2003,"RAJASTHAN","BANSWARA",840.4
2004,"RAJASTHAN","BANSWARA",1080.2
2005,"RAJASTHAN","BANSWARA",758.4
2006,"RAJASTHAN","BANSWARA",1801.2
2007,"RAJASTHAN","BANSWARA",1243.2
2008,"RAJASTHAN","BANSWARA",488.6
2009,"RAJASTHAN","BANSWARA",716.5
2010,"RAJASTHAN","BANSWARA",628
2011,"RAJASTHAN","BANSWARA",1089.7
2012,"RAJASTHAN","BANSWARA",1087.6
2013,"RAJASTHAN","BANSWARA",1058.6
2014,"RAJASTHAN","BANSWARA",722.4
2015,"RAJASTHAN","BANSWARA",680.1
2000,"RAJASTHAN","BARMER",263.5
2001,"RAJASTHAN","BARMER",298.2
2002,"RAJASTHAN","BARMER",87.7
2003,"RAJASTHAN","BARMER",478.4
2004,"RAJASTHAN","BARMER",-1
2005,"RAJASTHAN","BARMER",182.3
2006,"RAJASTHAN","BARMER",792
2007,"RAJASTHAN","BARMER",320.5
2008,"RAJASTHAN","BARMER",-1
2009,"RAJASTHAN","BARMER",-1
2010,"RAJASTHAN","BARMER",550.8
2011,"RAJASTHAN","BARMER",442.4
2012,"RAJASTHAN","BARMER",223
2013,"RAJASTHAN","BARMER",405.4
2014,"RAJASTHAN","BARMER",229.2
2015,"RAJASTHAN","BARMER",454.6
2000,"RAJASTHAN","BHARATPUR",383.1
2001,"RAJASTHAN","BHARATPUR",596.3
2002,"RAJASTHAN","BHARATPUR",394.6
2003,"RAJASTHAN","BHARATPUR",752
2004,"RAJASTHAN","BHARATPUR",505.7
2005,"RAJASTHAN","BHARATPUR",698.1
2006,"RAJASTHAN","BHARATPUR",365.1
2007,"RAJASTHAN","BHARATPUR",422.3
2008,"RAJASTHAN","BHARATPUR",784.4
2009,"RAJASTHAN","BHARATPUR",528.1
2010,"RAJASTHAN","BHARATPUR",790.3
2011,"RAJASTHAN","BHARATPUR",751.6
2012,"RAJASTHAN","BHARATPUR",724.7
2013,"RAJASTHAN","BHARATPUR",550.7
2014,"RAJASTHAN","BHARATPUR",485.6
2015,"RAJASTHAN","BHARATPUR",549.1
2000,"RAJASTHAN","BHILWARA",466.5
2001,"RAJASTHAN","BHILWARA",704.1
2002,"RAJASTHAN","BHILWARA",314.7
2003,"RAJASTHAN","BHILWARA",584.9
2004,"RAJASTHAN","BHILWARA",877.8
2005,"RAJASTHAN","BHILWARA",563.5
2006,"RAJASTHAN","BHILWARA",723.3
2007,"RAJASTHAN","BHILWARA",570.7
2008,"RAJASTHAN","BHILWARA",505.3
2009,"RAJASTHAN","BHILWARA",354.4
2010,"RAJASTHAN","BHILWARA",732.3
2011,"RAJASTHAN","BHILWARA",734.2
2012,"RAJASTHAN","BHILWARA",641
2013,"RAJASTHAN","BHILWARA",691.1
2014,"RAJASTHAN","BHILWARA",748.5
2015,"RAJASTHAN","BHILWARA",547.8
2000,"RAJASTHAN","BIKANER",311.4
2001,"RAJASTHAN","BIKANER",294
2002,"RAJASTHAN","BIKANER",66.3
2003,"RAJASTHAN","BIKANER",299.7
2004,"RAJASTHAN","BIKANER",118.2
2005,"RAJASTHAN","BIKANER",267.1
2006,"RAJASTHAN","BIKANER",200.5
2007,"RAJASTHAN","BIKANER",327.6
2008,"RAJASTHAN","BIKANER",338.2
2009,"RAJASTHAN","BIKANER",203.7
2010,"RAJASTHAN","BIKANER",420.8
2011,"RAJASTHAN","BIKANER",340.8
2012,"RAJASTHAN","BIKANER",320.2
2013,"RAJASTHAN","BIKANER",303.6
2014,"RAJASTHAN","BIKANER",271.9
2015,"RAJASTHAN","BIKANER",480.2
2000,"RAJASTHAN","BUNDI",576.2
2001,"RAJASTHAN","BUNDI",809.1
2002,"RAJASTHAN","BUNDI",352.9
2003,"RAJASTHAN","BUNDI",692.5
2004,"RAJASTHAN","BUNDI",516.1
2005,"RAJASTHAN","BUNDI",562.3
2006,"RAJASTHAN","BUNDI",517.9
2007,"RAJASTHAN","BUNDI",585.7
2008,"RAJASTHAN","BUNDI",564.8
2009,"RAJASTHAN","BUNDI",376.2
2010,"RAJASTHAN","BUNDI",657.3
2011,"RAJASTHAN","BUNDI",841.4
2012,"RAJASTHAN","BUNDI",594.9
2013,"RAJASTHAN","BUNDI",896.6
2014,"RAJASTHAN","BUNDI",756.6
2015,"RAJASTHAN","BUNDI",796.3
2000,"RAJASTHAN","CHITTORGARH",477.5
2001,"RAJASTHAN","CHITTORGARH",703.4
2002,"RAJASTHAN","CHITTORGARH",410
2003,"RAJASTHAN","CHITTORGARH",673.4
2004,"RAJASTHAN","CHITTORGARH",959.8
2005,"RAJASTHAN","CHITTORGARH",638.6
2006,"RAJASTHAN","CHITTORGARH",1121.8
2007,"RAJASTHAN","CHITTORGARH",610.3
2008,"RAJASTHAN","CHITTORGARH",813.8
2009,"RAJASTHAN","CHITTORGARH",640.8
2010,"RAJASTHAN","CHITTORGARH",828.3
2011,"RAJASTHAN","CHITTORGARH",861
2012,"RAJASTHAN","CHITTORGARH",761.7
2013,"RAJASTHAN","CHITTORGARH",930.4
2014,"RAJASTHAN","CHITTORGARH",841.3
2015,"RAJASTHAN","CHITTORGARH",685
2000,"RAJASTHAN","CHURU",239.9
2001,"RAJASTHAN","CHURU",371.8
2002,"RAJASTHAN","CHURU",162.2
2003,"RAJASTHAN","CHURU",413.6
2004,"RAJASTHAN","CHURU",245.7
2005,"RAJASTHAN","CHURU",360.2
2006,"RAJASTHAN","CHURU",243.6
2007,"RAJASTHAN","CHURU",335
2008,"RAJASTHAN","CHURU",444.5
2009,"RAJASTHAN","CHURU",212.8
2010,"RAJASTHAN","CHURU",647.8
2011,"RAJASTHAN","CHURU",659.9
2012,"RAJASTHAN","CHURU",429.8
2013,"RAJASTHAN","CHURU",467.9
2014,"RAJASTHAN","CHURU",480.9
2015,"RAJASTHAN","CHURU",536.1
2000,"RAJASTHAN","DUNGARPUR",401.1
2001,"RAJASTHAN","DUNGARPUR",597.5
2002,"RAJASTHAN","DUNGARPUR",380.7
2003,"RAJASTHAN","DUNGARPUR",672
2004,"RAJASTHAN","DUNGARPUR",816.1
2005,"RAJASTHAN","DUNGARPUR",628.6
2006,"RAJASTHAN","DUNGARPUR",1369.4
2007,"RAJASTHAN","DUNGARPUR",945.6
2008,"RAJASTHAN","DUNGARPUR",424.4
2009,"RAJASTHAN","DUNGARPUR",713.4
2010,"RAJASTHAN","DUNGARPUR",607.8
2011,"RAJASTHAN","DUNGARPUR",964.1
2012,"RAJASTHAN","DUNGARPUR",929.5
2013,"RAJASTHAN","DUNGARPUR",955.3
2014,"RAJASTHAN","DUNGARPUR",647
2015,"RAJASTHAN","DUNGARPUR",693
2000,"RAJASTHAN","GANGANAGAR",129.7
2001,"RAJASTHAN","GANGANAGAR",291.4
2002,"RAJASTHAN","GANGANAGAR",89
2003,"RAJASTHAN","GANGANAGAR",259.5
2004,"RAJASTHAN","GANGANAGAR",164.2
2005,"RAJASTHAN","GANGANAGAR",210.2
2006,"RAJASTHAN","GANGANAGAR",169.8
2007,"RAJASTHAN","GANGANAGAR",345.5
2008,"RAJASTHAN","GANGANAGAR",264
2009,"RAJASTHAN","GANGANAGAR",168
2010,"RAJASTHAN","GANGANAGAR",325.8
2011,"RAJASTHAN","GANGANAGAR",371.1
2012,"RAJASTHAN","GANGANAGAR",258.8
2013,"RAJASTHAN","GANGANAGAR",233.3
2014,"RAJASTHAN","GANGANAGAR",351.1
2015,"RAJASTHAN","GANGANAGAR",378.9
2000,"RAJASTHAN","JAIPUR",375.9
2001,"RAJASTHAN","JAIPUR",431
2002,"RAJASTHAN","JAIPUR",207.3
2003,"RAJASTHAN","JAIPUR",640.8
2004,"RAJASTHAN","JAIPUR",544.3
2005,"RAJASTHAN","JAIPUR",585.5
2006,"RAJASTHAN","JAIPUR",309.5
2007,"RAJASTHAN","JAIPUR",420.1
2008,"RAJASTHAN","JAIPUR",553.6
2009,"RAJASTHAN","JAIPUR",295
2010,"RAJASTHAN","JAIPUR",752.3
2011,"RAJASTHAN","JAIPUR",666.6
2012,"RAJASTHAN","JAIPUR",634.9
2013,"RAJASTHAN","JAIPUR",645.1
2014,"RAJASTHAN","JAIPUR",574
2015,"RAJASTHAN","JAIPUR",472.1
2000,"RAJASTHAN","JAISALMER",185.3
2001,"RAJASTHAN","JAISALMER",219.5
2002,"RAJASTHAN","JAISALMER",43.9
2003,"RAJASTHAN","JAISALMER",217.8
2004,"RAJASTHAN","JAISALMER",78.4
2005,"RAJASTHAN","JAISALMER",139.5
2006,"RAJASTHAN","JAISALMER",325.4
2007,"RAJASTHAN","JAISALMER",188.4
2008,"RAJASTHAN","JAISALMER",247.2
2009,"RAJASTHAN","JAISALMER",92.8
2010,"RAJASTHAN","JAISALMER",378.8
2011,"RAJASTHAN","JAISALMER",308.1
2012,"RAJASTHAN","JAISALMER",224.6
2013,"RAJASTHAN","JAISALMER",237.1
2014,"RAJASTHAN","JAISALMER",114.2
2015,"RAJASTHAN","JAISALMER",344.7
2000,"RAJASTHAN","JALORE",311.9
2001,"RAJASTHAN","JALORE",362
2002,"RAJASTHAN","JALORE",173
2003,"RAJASTHAN","JALORE",723.1
2004,"RAJASTHAN","JALORE",254.2
2005,"RAJASTHAN","JALORE",428.9
2006,"RAJASTHAN","JALORE",759.8
2007,"RAJASTHAN","JALORE",312.2
